User1,User2,TotalMsgs,AggressiveMsgs,Peerness
3,117,1,0,0.7
3,118,1,0,0.5777777777777777
3,121,1,0,0.7333333333333333
3,122,1,1,0.6388888888888888
3,123,1,1,0.6444444444444445
3,127,1,0,0.7522222222222223
3,129,1,0,0.5555555555555555
3,134,1,0,0.7333333333333333
3,137,1,0,0.6166666666666666
3,138,1,1,0.9299999999999999
3,141,1,0,0.4666666666666667
3,147,2,1,0.5888888888888889
3,148,1,1,0.7055555555555556
3,152,1,0,0.4666666666666667
3,160,1,0,0.4666666666666667
3,164,1,0,0.4
3,165,1,1,0.7055555555555556
3,168,2,0,0.5833333333333333
3,171,1,0,0.7055555555555555
3,174,1,1,0.4666666666666667
3,181,1,1,0.5222222222222221
3,184,1,0,0.65
3,189,1,0,0.6388888888888888
3,190,1,0,0.6777777777777777
4,1,2,0,0.4277777777777777
4,2,1,0,0.21666666666666667
4,6,2,2,0.3388888888888889
4,7,1,1,0.6777777777777777
4,9,1,0,0.18888888888888888
4,12,1,1,0.7333333333333333
4,16,1,0,0.7522222222222221
4,21,1,0,0.49444444444444435
4,23,3,3,0.4888888888888888
4,25,1,1,0.5555555555555555
4,36,1,1,0.18888888888888888
4,44,1,1,0.6444444444444444
4,54,1,0,0.5222222222222221
4,56,2,2,0.461111111111111
4,58,1,1,0.5555555555555555
4,62,1,0,0.3388888888888889
4,66,1,0,0.7333333333333333
4,87,1,0,0.7055555555555555
4,89,1,1,0.7055555555555555
4,91,1,0,0.7666666666666666
4,107,1,0,0.7666666666666666
4,115,1,0,0.7333333333333333
4,117,1,0,0.4888888888888888
4,118,1,0,0.3666666666666667
4,124,1,1,0.7666666666666666
4,126,1,0,0.3111111111111111
4,132,1,1,0.3722222222222221
4,133,1,0,0.7333333333333333
4,134,1,1,0.5222222222222221
4,136,1,1,0.24999999999999997
4,139,1,0,0.3111111111111111
4,141,1,0,0.6777777777777777
4,144,1,1,0.5833333333333333
4,152,1,0,0.6777777777777777
4,154,1,1,0.7055555555555555
4,155,1,0,0.2777777777777778
4,162,2,0,0.18888888888888888
4,166,1,1,0.3722222222222221
4,170,1,0,0.7388888888888888
4,174,1,0,0.6777777777777777
4,179,1,0,0.6722222222222222
4,180,1,0,0.7188888888888889
4,182,1,0,0.43333333333333335
4,183,1,1,0.7333333333333333
4,187,1,0,0.3666666666666667
4,199,1,1,0.611111111111111
4,200,1,0,0.5222222222222221
5,2,1,1,0.7055555555555555
5,7,1,1,0.3666666666666666
5,8,1,0,0.6633333333333333
5,22,1,1,0.5833333333333333
5,24,1,1,0.6722222222222222
5,26,1,0,0.4
5,31,1,0,0.7333333333333333
5,33,1,1,0.461111111111111
5,35,1,1,0.7333333333333333
5,36,1,1,0.6777777777777777
5,38,1,0,0.33888888888888885
5,39,1,0,0.49444444444444435
5,55,1,1,0.7333333333333333
5,56,1,1,0.5833333333333333
5,58,1,0,0.7188888888888889
5,59,1,0,0.37222222222222223
5,62,1,1,0.7055555555555555
5,64,2,1,0.4888888888888888
5,65,1,0,0.9355555555555555
5,66,1,1,0.24444444444444444
5,67,1,1,0.611111111111111
5,75,2,2,0.7388888888888888
5,77,1,1,0.5833333333333333
5,80,2,1,0.8744444444444446
5,81,2,0,0.3666666666666666
5,82,49,29,0.43333333333333335
5,85,1,0,0.7055555555555555
5,86,1,0,0.24999999999999997
5,93,1,0,0.461111111111111
5,107,1,0,0.2777777777777778
5,108,1,1,0.5222222222222221
5,110,1,0,0.5555555555555555
5,111,1,1,0.5355555555555556
5,118,1,0,0.6777777777777777
5,128,1,1,0.5222222222222221
5,132,1,1,0.6722222222222222
5,138,1,1,0.5555555555555555
5,143,1,0,0.611111111111111
5,145,1,0,0.37222222222222223
5,147,1,1,0.5411111111111111
5,155,1,0,0.7666666666666666
5,157,1,1,0.6777777777777777
5,158,2,0,0.611111111111111
5,164,1,0,0.6777777777777777
5,165,1,1,0.5499999999999999
5,169,1,1,0.21666666666666667
5,170,1,0,0.3055555555555555
5,171,1,0,0.4277777777777777
5,176,1,1,0.5499999999999999
5,182,2,1,0.8411111111111111
5,185,146,53,0.18888888888888888
5,187,1,0,0.6777777777777777
5,188,1,0,0.2777777777777778
5,190,1,1,0.4
5,196,1,1,0.2777777777777778
5,198,1,1,0.8133333333333332
5,199,1,1,0.43333333333333335
5,200,1,0,0.5222222222222221
6,11,1,1,0.5222222222222223
6,14,1,1,0.24999999999999997
6,25,1,1,0.55
6,32,1,1,0.24999999999999997
6,37,1,0,0.7388888888888888
6,41,1,0,0.6722222222222222
6,42,1,1,0.5555555555555555
6,48,1,1,0.8744444444444444
6,50,1,0,0.46111111111111114
6,52,1,1,0.6444444444444444
6,56,1,0,0.6444444444444444
6,61,1,0,0.5555555555555555
6,66,1,1,0.3055555555555555
6,82,1,0,0.49444444444444446
6,85,1,1,0.6444444444444444
6,97,1,1,0.8466666666666667
6,112,1,0,0.6166666666666666
6,116,1,1,0.5833333333333333
6,119,1,1,0.3055555555555555
6,120,1,1,0.6577777777777778
6,131,1,0,0.6166666666666666
6,135,1,0,0.3722222222222221
6,137,1,1,0.3999999999999999
6,141,1,1,0.24999999999999997
6,148,1,0,0.611111111111111
6,156,1,1,0.5833333333333333
6,158,1,0,0.6722222222222222
6,167,1,1,0.9633333333333334
6,173,1,0,0.7333333333333333
6,179,1,0,0.43333333333333335
6,193,1,0,0.6444444444444444
6,195,1,0,0.7388888888888888
6,197,1,1,0.6777777777777777
6,198,1,0,0.6444444444444444
6,199,2,2,0.49444444444444446
7,4,1,1,0.6777777777777777
7,6,1,1,0.6577777777777778
7,28,1,0,0.48888888888888893
7,33,1,1,0.9022222222222223
7,40,1,1,0.711111111111111
7,53,2,1,0.7388888888888888
7,69,1,1,0.8800000000000001
7,73,1,0,0.4277777777777777
7,77,1,1,0.5499999999999999
7,80,1,0,0.48888888888888893
7,83,1,1,0.4555555555555555
7,84,1,0,0.611111111111111
7,93,1,1,0.6722222222222222
7,98,2,1,0.2777777777777778
7,102,1,0,0.65
7,105,1,0,0.46111111111111114
7,109,1,1,0.7333333333333333
7,116,1,0,0.611111111111111
7,118,1,1,0.4555555555555555
7,119,1,0,0.6444444444444444
7,120,1,1,0.9966666666666666
7,123,2,1,0.7666666666666666
7,124,1,0,0.6777777777777777
7,131,1,0,0.2777777777777778
7,133,1,0,0.6444444444444444
7,134,1,0,0.611111111111111
7,137,1,0,0.7388888888888888
7,141,1,0,0.5888888888888889
7,144,1,0,0.6722222222222222
7,145,1,1,0.7055555555555555
7,149,1,0,0.5833333333333333
7,150,1,0,0.65
7,162,1,1,0.2777777777777778
7,167,2,2,0.6244444444444444
7,168,1,0,0.46111111111111114
7,171,1,0,0.7055555555555556
7,176,1,1,0.5833333333333333
7,177,1,1,0.3333333333333333
7,184,1,1,0.7055555555555555
7,188,1,1,0.6777777777777777
7,189,1,1,0.7466666666666666
7,193,1,0,0.5499999999999999
7,196,82,15,0.6777777777777777
7,199,1,1,0.7
8,7,1,0,0.7
8,12,1,0,0.5777777777777777
8,20,1,0,0.5833333333333333
8,23,1,0,0.6444444444444445
8,26,1,1,0.7333333333333333
8,28,1,1,0.5555555555555556
8,30,1,1,0.9355555555555557
8,31,1,0,0.4666666666666667
8,32,1,1,0.5222222222222221
8,34,1,1,0.7666666666666666
8,35,1,0,0.4666666666666667
8,39,1,0,0.7055555555555556
8,52,2,0,0.37222222222222223
8,59,1,1,0.7055555555555555
8,62,1,0,0.49444444444444446
8,67,1,1,0.5888888888888889
8,70,3,0,0.7388888888888888
8,77,1,0,0.6166666666666666
8,78,1,0,0.5777777777777777
8,95,1,0,0.7333333333333333
8,100,1,1,0.7333333333333333
8,101,1,0,0.7855555555555556
8,125,1,0,0.4666666666666667
8,128,1,1,0.6777777777777777
8,130,2,1,0.5833333333333333
8,132,1,1,0.5277777777777778
8,148,1,0,0.65
8,151,1,1,0.5555555555555556
8,171,1,0,0.7055555555555556
8,182,1,0,0.818888888888889
8,183,1,0,0.6444444444444444
8,185,2,2,0.5222222222222221
8,188,1,0,0.611111111111111
8,191,1,0,0.65
8,193,1,1,0.6166666666666666
8,198,1,0,0.8466666666666667
9,2,1,0,0.7388888888888888
9,11,1,1,0.37222222222222223
9,12,1,1,0.15555555555555556
9,15,1,1,0.2222222222222222
9,18,1,1,0.4666666666666667
9,24,2,1,0.5833333333333333
9,34,1,0,0.34444444444444444
9,44,1,1,0.3111111111111111
9,52,1,1,0.7388888888888888
9,53,1,1,0.24999999999999997
9,68,1,1,0.18888888888888888
9,70,1,1,0.37222222222222223
9,73,1,1,0.6166666666666666
9,78,1,0,0.15555555555555556
9,92,1,0,0.21666666666666667
9,94,1,0,0.818888888888889
9,96,2,1,0.1277777777777778
9,109,1,0,0.3111111111111111
9,129,1,1,0.18888888888888888
9,131,1,1,0.7666666666666666
9,132,1,0,0.5833333333333333
9,173,1,0,0.5833333333333333
9,174,1,0,0.1
9,176,1,0,0.691111111111111
9,178,1,1,0.8133333333333332
9,193,2,2,0.49444444444444435
9,194,1,1,0.15555555555555556
9,200,1,0,0.43333333333333335
10,6,1,1,0.3666666666666667
10,7,1,0,0.7055555555555555
10,27,1,1,0.3388888888888889
10,39,1,1,0.5777777777777777
10,44,1,0,0.6722222222222222
10,47,1,1,0.3999999999999999
10,55,1,1,0.3388888888888889
10,64,1,1,0.5833333333333333
10,66,1,1,0.7055555555555555
10,69,1,0,0.7111111111111111
10,79,1,0,0.7388888888888888
10,80,1,1,0.4277777777777777
10,86,1,1,0.7111111111111111
10,92,1,1,0.7666666666666666
10,98,2,1,0.21666666666666667
10,103,1,0,0.611111111111111
10,107,1,0,0.7388888888888888
10,110,1,1,0.5166666666666666
10,111,1,1,0.7666666666666666
10,113,1,1,0.5833333333333333
10,127,1,0,0.3388888888888889
10,132,2,1,0.3999999999999999
10,142,1,0,0.4277777777777777
10,143,1,1,0.461111111111111
10,150,2,1,0.9411111111111112
10,154,1,0,0.7333333333333333
10,157,1,0,0.3944444444444445
10,159,1,0,0.5833333333333333
10,166,1,1,0.3999999999999999
10,170,1,1,0.7666666666666666
10,171,1,0,0.6444444444444445
10,180,1,0,0.7466666666666666
10,184,1,0,0.7
10,193,1,0,0.7188888888888889
11,3,1,1,0.7388888888888888
11,7,1,1,0.6722222222222222
11,9,1,1,0.37222222222222223
11,10,1,0,0.611111111111111
11,12,1,1,0.5499999999999999
11,14,1,0,0.49444444444444446
11,16,1,0,0.7055555555555555
11,20,1,0,0.611111111111111
11,23,1,0,0.6722222222222222
11,25,1,0,0.7388888888888888
11,38,1,0,0.6444444444444445
11,50,2,1,0.7055555555555556
11,53,1,0,0.6444444444444445
11,54,1,0,0.7055555555555555
11,58,1,1,0.9688888888888889
11,65,1,1,0.7522222222222223
11,67,1,1,0.6166666666666666
11,68,1,0,0.5833333333333333
11,70,1,0,0.7666666666666666
11,73,2,0,0.5222222222222223
11,74,1,1,0.7388888888888888
11,80,1,0,0.8133333333333332
11,85,1,1,0.4
11,96,1,0,0.7522222222222222
11,99,1,1,0.4277777777777777
11,102,2,2,0.5555555555555556
11,103,1,0,0.7666666666666666
11,107,1,1,0.5833333333333333
11,108,2,2,0.7055555555555555
11,118,1,0,0.55
11,122,1,0,0.8411111111111111
11,128,1,0,0.7055555555555555
11,129,1,1,0.5833333333333333
11,138,1,1,0.6722222222222222
11,143,2,2,0.6166666666666666
11,150,1,1,0.5555555555555556
11,158,1,0,0.6166666666666666
11,165,1,1,0.6777777777777777
11,172,2,0,0.611111111111111
11,173,1,0,0.5555555555555555
11,176,1,0,0.6777777777777777
11,182,1,1,0.8466666666666667
11,184,1,1,0.6777777777777777
11,194,1,1,0.5499999999999999
11,195,1,0,0.49444444444444446
11,199,1,0,0.7388888888888888
12,2,1,0,0.18333333333333335
12,4,1,0,0.7333333333333333
12,6,2,0,0.3055555555555555
12,7,1,1,0.6444444444444444
12,9,1,1,0.15555555555555556
12,17,1,1,0.3944444444444445
12,23,1,1,0.4555555555555555
12,24,1,0,0.3388888888888889
12,43,1,1,0.7
12,48,2,2,0.4277777777777777
12,49,1,1,0.461111111111111
12,50,1,0,0.611111111111111
12,51,1,0,0.2722222222222222
12,71,1,1,0.4277777777777777
12,74,1,1,0.5222222222222221
12,85,1,1,0.41333333333333333
12,86,1,0,0.7055555555555556
12,87,1,1,0.6722222222222222
12,91,1,1,0.7333333333333333
12,96,1,1,0.7388888888888888
12,97,1,0,0.15555555555555556
12,98,1,1,0.15555555555555556
12,103,1,0,0.5499999999999999
12,111,1,0,0.7055555555555555
12,112,1,0,0.4555555555555555
12,117,2,0,0.4555555555555555
12,118,2,0,0.3333333333333333
12,121,2,0,0.4888888888888888
12,123,1,0,0.6444444444444444
12,124,2,2,0.7333333333333333
12,132,1,1,0.3388888888888889
12,136,1,0,0.21666666666666667
12,144,1,0,0.5499999999999999
12,158,1,0,0.4
12,159,1,0,0.5222222222222221
12,160,1,0,0.9411111111111112
12,173,2,1,0.3388888888888889
12,175,1,1,0.7666666666666666
12,177,1,0,0.21111111111111108
12,183,1,0,0.7
12,186,1,0,0.5166666666666666
12,194,1,0,0.7666666666666666
12,198,1,1,0.4277777777777777
12,199,1,0,0.8077777777777777
13,4,2,2,0.4888888888888888
13,7,1,1,0.5777777777777777
13,25,1,0,0.7
13,33,1,0,0.6722222222222222
13,35,1,1,0.5888888888888889
13,36,1,0,0.4666666666666667
13,40,1,1,0.5222222222222221
13,41,1,1,0.711111111111111
13,43,1,0,0.5222222222222221
13,44,1,1,0.6111111111111112
13,47,1,0,0.65
13,48,1,0,0.7388888888888888
13,62,1,1,0.8466666666666667
13,63,1,0,0.7388888888888888
13,69,1,0,0.46111111111111114
13,79,1,0,0.4888888888888888
13,93,1,0,0.6722222222222222
13,95,1,1,0.8411111111111111
13,96,1,0,0.4277777777777778
13,103,2,1,0.6722222222222222
13,107,1,0,0.4888888888888888
13,114,1,1,0.7333333333333333
13,117,1,1,0.7666666666666666
13,119,1,1,0.4555555555555555
13,120,2,1,0.5777777777777777
13,121,1,0,0.7333333333333333
13,135,1,0,0.5222222222222221
13,137,2,2,0.5499999999999999
13,143,1,1,0.711111111111111
13,161,1,1,0.7055555555555556
13,171,1,0,0.6388888888888888
13,179,1,0,0.8133333333333335
13,180,78,2,0.7666666666666666
13,191,1,0,0.7055555555555556
13,192,1,0,0.5499999999999999
13,193,1,1,0.7388888888888888
13,196,1,0,0.4888888888888888
13,198,1,1,0.7388888888888888
14,3,2,0,0.4666666666666667
14,5,1,0,0.18888888888888888
14,8,1,0,0.5222222222222221
14,9,2,1,0.33
14,19,1,1,0.15555555555555556
14,21,1,0,0.40555555555555556
14,24,1,1,0.2833333333333333
14,36,1,0,0.1
14,37,1,0,0.2777777777777778
14,44,1,1,0.5555555555555555
14,45,1,1,0.40555555555555556
14,48,1,1,0.37222222222222223
14,54,1,0,0.43333333333333335
14,71,1,0,0.37222222222222223
14,74,1,0,0.4666666666666667
14,81,2,1,0.5888888888888889
14,89,1,1,0.6166666666666666
14,90,1,0,0.43333333333333335
14,94,1,1,0.5077777777777778
14,99,3,2,0.15555555555555556
14,100,1,1,0.5555555555555555
14,105,1,1,0.2833333333333333
14,112,1,1,0.4
14,113,1,1,0.4666666666666667
14,117,1,1,0.63
14,122,2,1,0.3388888888888889
14,131,1,1,0.1
14,132,2,1,0.2833333333333333
14,135,1,0,0.6444444444444445
14,137,1,0,0.6166666666666666
14,139,1,1,0.2222222222222222
14,142,1,0,0.3111111111111111
14,149,1,0,0.40555555555555556
14,153,1,1,0.7666666666666666
14,154,1,0,0.8466666666666667
14,155,1,1,0.18888888888888888
14,164,1,0,0.1
14,172,1,0,0.65
14,174,1,1,0.7666666666666666
14,178,1,0,0.5133333333333334
14,179,2,2,0.5833333333333333
14,180,1,0,0.4
14,182,2,1,0.34444444444444444
14,187,1,0,0.2777777777777778
14,196,1,0,0.6777777777777777
15,3,1,0,0.5888888888888889
15,5,1,0,0.3111111111111111
15,10,1,0,0.7055555555555555
15,12,1,1,0.7
15,16,1,0,0.5555555555555555
15,27,1,1,0.34444444444444444
15,30,1,0,0.65
15,37,1,1,0.3999999999999999
15,43,1,1,0.7666666666666666
15,46,1,0,0.6444444444444444
15,54,1,1,0.5555555555555555
15,70,1,1,0.6166666666666666
15,71,1,1,0.49444444444444435
15,74,2,1,0.5888888888888889
15,76,1,0,0.5277777777777777
15,77,1,1,0.7244444444444444
15,78,1,1,0.7
15,79,1,1,0.7333333333333333
15,87,1,1,0.7388888888888888
15,93,1,0,0.6166666666666666
15,96,1,0,0.6722222222222222
15,99,1,1,0.2777777777777778
15,101,2,1,0.43333333333333335
15,104,1,1,0.5222222222222221
15,105,2,1,0.6355555555555555
15,108,1,0,0.5555555555555555
15,109,1,1,0.6777777777777777
15,116,1,1,0.5555555555555555
15,126,1,0,0.34444444444444444
15,128,1,0,0.5555555555555555
15,130,1,1,0.7055555555555556
15,135,1,1,0.9966666666666666
15,137,1,1,0.9688888888888889
15,138,1,1,0.5222222222222221
15,140,2,2,0.6777777777777777
15,141,1,0,0.6444444444444445
15,146,1,1,0.3111111111111111
15,148,1,1,0.7577777777777777
15,153,1,0,0.6444444444444445
15,158,2,0,0.6966666666666667
15,169,1,1,0.6722222222222222
15,171,1,0,0.8800000000000001
15,175,1,1,0.7
15,182,1,1,0.4666666666666667
15,187,1,1,0.3999999999999999
15,190,1,0,0.6777777777777777
15,196,1,1,0.7333333333333333
15,200,1,1,0.5555555555555555
16,7,1,0,0.611111111111111
16,15,1,0,0.5555555555555555
16,25,1,0,0.7333333333333333
16,36,1,0,0.43333333333333335
16,40,1,1,0.5555555555555555
16,42,1,0,0.7388888888888888
16,45,1,1,0.7388888888888888
16,53,1,0,0.5833333333333333
16,55,1,0,0.5555555555555555
16,60,1,0,0.6777777777777777
16,62,1,1,0.5833333333333333
16,64,2,1,0.7333333333333333
16,65,1,0,0.5833333333333333
16,73,1,1,0.8133333333333332
16,76,1,0,0.7388888888888888
16,81,1,0,0.611111111111111
16,88,1,0,0.6777777777777777
16,95,1,0,0.6444444444444445
16,96,1,0,0.46111111111111114
16,101,1,1,0.6444444444444444
16,102,1,1,0.49444444444444446
16,109,1,1,0.6444444444444445
16,112,2,1,0.7333333333333333
16,121,1,1,0.7666666666666666
16,132,1,1,0.6166666666666666
16,133,1,1,0.4888888888888888
16,143,1,0,0.6777777777777777
16,146,1,1,0.5222222222222221
16,148,1,0,0.7388888888888888
16,154,1,0,0.5833333333333333
16,156,1,0,0.7666666666666666
16,162,1,1,0.43333333333333335
16,163,1,0,0.4888888888888888
16,171,1,1,0.6722222222222222
16,176,1,0,0.7388888888888888
16,180,1,0,0.9633333333333334
16,183,1,1,0.5555555555555555
16,187,1,1,0.611111111111111
16,189,2,0,0.6722222222222222
16,190,1,1,0.6444444444444445
16,193,2,1,0.9355555555555557
16,195,1,1,0.5555555555555555
16,196,1,1,0.5222222222222221
16,197,1,0,0.49444444444444435
16,198,1,0,0.7055555555555556
17,9,2,2,0.5277777777777777
17,12,1,0,0.3944444444444445
17,13,1,0,0.7055555555555556
17,22,1,1,0.7333333333333333
17,33,1,1,0.8411111111111111
17,35,1,0,0.65
17,39,1,0,0.6444444444444444
17,45,1,1,0.7
17,46,1,0,0.8133333333333332
17,47,2,2,0.711111111111111
17,52,1,1,0.5555555555555555
17,54,1,0,0.6722222222222222
17,61,1,0,0.6444444444444444
17,63,2,1,0.7333333333333333
17,64,105,17,0.6388888888888888
17,68,1,0,0.4277777777777777
17,70,1,0,0.611111111111111
17,77,1,0,0.7333333333333333
17,78,1,1,0.3944444444444445
17,84,1,1,0.6722222222222222
17,86,1,0,0.3999999999999999
17,90,1,1,0.6722222222222222
17,98,1,0,0.5277777777777777
17,103,1,0,0.611111111111111
17,105,1,1,0.711111111111111
17,106,1,0,0.8744444444444444
17,109,1,0,0.55
17,112,1,1,0.7055555555555556
17,123,1,1,0.5166666666666666
17,126,1,1,0.8800000000000001
17,146,1,1,0.6166666666666666
17,151,1,0,0.7388888888888888
17,153,1,1,0.3388888888888889
17,154,1,0,0.48888888888888893
17,165,1,0,0.7
17,167,1,1,0.8744444444444444
17,173,1,1,0.711111111111111
17,176,1,1,0.7
17,182,1,1,0.7055555555555555
17,187,201,11,0.7055555555555555
17,197,1,1,0.5888888888888889
18,9,1,1,0.4666666666666667
18,16,1,1,0.7333333333333333
18,19,1,1,0.7522222222222221
18,21,1,1,0.7055555555555556
18,23,1,0,0.7666666666666666
18,28,3,2,0.6777777777777777
18,41,1,1,0.711111111111111
18,44,1,1,0.6111111111111112
18,46,1,1,0.6444444444444445
18,50,2,2,0.6111111111111112
18,51,1,0,0.5833333333333333
18,58,1,0,0.9299999999999999
18,61,2,2,0.7055555555555555
18,62,2,1,0.6166666666666666
18,66,1,0,0.4555555555555555
18,76,1,1,0.7055555555555556
18,78,1,0,0.4555555555555555
18,80,1,1,0.9077777777777778
18,86,1,1,0.46111111111111114
18,97,1,0,0.4666666666666667
18,98,1,1,0.4666666666666667
18,105,1,0,0.65
18,106,1,0,0.7055555555555555
18,114,1,1,0.9633333333333334
18,118,1,0,0.6444444444444444
18,129,2,1,0.4888888888888888
18,134,3,0,0.7333333333333333
18,142,1,1,0.6777777777777777
18,144,1,1,0.6722222222222222
18,153,1,0,0.4
18,154,3,1,0.5499999999999999
18,168,1,1,0.65
18,169,1,1,0.4277777777777778
18,192,1,0,0.5499999999999999
18,200,1,1,0.7333333333333333
19,4,1,1,0.24444444444444444
19,11,195,92,0.6577777777777778
19,44,1,1,0.3666666666666667
19,50,1,0,0.3666666666666667
19,66,2,1,0.21111111111111108
19,70,1,1,0.4277777777777777
19,74,2,2,0.4555555555555555
19,75,1,0,0.7055555555555555
19,80,1,1,0.8411111111111111
19,85,1,1,0.7388888888888888
19,94,1,1,0.6444444444444445
19,98,1,1,0.7111111111111111
19,99,1,1,0.7666666666666666
19,108,1,1,0.4888888888888888
19,109,1,0,0.3666666666666667
19,111,1,0,0.5022222222222222
19,114,1,1,0.7188888888888889
19,118,1,0,0.6444444444444445
19,121,1,0,0.7188888888888889
19,124,1,1,0.47444444444444445
19,132,1,0,0.6388888888888888
19,140,1,0,0.3666666666666667
19,143,1,1,0.5777777777777777
19,145,1,0,0.3388888888888889
19,166,2,0,0.6388888888888888
19,176,2,1,0.5166666666666666
19,185,1,1,0.15555555555555556
19,188,1,1,0.24444444444444444
19,190,1,1,0.3666666666666667
19,194,2,1,0.21111111111111108
19,200,1,0,0.4888888888888888
20,5,1,1,0.6166666666666666
20,7,1,0,0.7466666666666666
20,13,1,0,0.7055555555555556
20,16,1,1,0.6722222222222222
20,31,1,0,0.65
20,32,1,0,0.3388888888888889
20,40,1,0,0.461111111111111
20,47,1,0,0.711111111111111
20,51,1,1,0.6444444444444444
20,53,2,1,0.48888888888888893
20,59,2,0,0.7522222222222223
20,61,1,1,0.6444444444444444
20,73,1,0,0.6777777777777777
20,74,1,0,0.6388888888888888
20,83,1,0,0.7055555555555555
20,88,1,0,0.7055555555555555
20,89,2,1,0.48888888888888893
20,92,1,1,0.4555555555555555
20,93,1,1,0.611111111111111
20,94,2,0,0.7055555555555555
20,96,1,0,0.3666666666666667
20,98,1,1,0.5277777777777777
20,104,1,0,0.7055555555555556
20,105,1,0,0.711111111111111
20,107,1,1,0.4277777777777777
20,109,1,1,0.55
20,110,1,1,0.7055555555555556
20,112,1,1,0.7055555555555556
20,114,1,0,0.6722222222222222
20,117,1,0,0.7055555555555556
20,126,1,0,0.8800000000000001
20,129,1,1,0.4277777777777777
20,130,1,1,0.3999999999999999
20,137,1,1,0.48888888888888893
20,139,1,0,0.65
20,141,1,0,0.3388888888888889
20,143,1,0,0.7055555555555555
20,146,2,1,0.6166666666666666
20,153,1,1,0.3388888888888889
20,158,2,0,0.7055555555555555
20,161,1,0,0.7666666666666666
20,162,1,0,0.5277777777777777
20,167,1,0,0.8744444444444444
20,172,1,0,0.4555555555555555
20,178,1,1,0.711111111111111
